ID, Type, ID, Name, Published, "Is featured?", "Visibility in catalog", "Short description", Description, "Date sale price starts", "Date sale price ends", "Tax status", "Tax class", "In stock?", "Backorders allowed?", "Sold individually?", "Weight (kg)", "Length (cm)", "Width (cm)", "Height (cm)", "Allow customer reviews?", "Purchase Note", "Sale price", "Regular price", Categories, Tags, "Shipping class", Images, "Attribute 1 name", "Attribute 1 value(s)", "Attribute 1 visible", "Attribute 1 global", "Attribute 2 name", "Attribute 2 value(s)", "Attribute 2 visible", "Attribute 2 global", "Attribute 3 name", "Attribute 3 value(s)", "Attribute 3 visible", "Attribute 3 global", "Attribute 4 name", "Attribute 4 value(s)", "Attribute 4 visible", "Attribute 4 global", "Attribute 5 name", "Attribute 5 value(s)", "Attribute 5 visible", "Attribute 5 global", "Attribute 6 name", "Attribute 6 value(s)", "Attribute 6 visible", "Attribute 6 global", "Attribute 7 name", "Attribute 7 value(s)", "Attribute 7 visible", "Attribute 7 global", "Attribute 8 name", "Attribute 8 value(s)", "Attribute 8 visible", "Attribute 8 global", "Attribute 9 name", "Attribute 9 value(s)", "Attribute 9 visible", "Attribute 9 global", "Attribute 10 name", "Attribute 10 value(s)", "Attribute 10 visible", "Attribute 10 global", "Attribute 11 name", "Attribute 11 value(s)", "Attribute 11 visible", "Attribute 11 global", "Attribute 12 name", "Attribute 12 value(s)", "Attribute 12 visible", "Attribute 12 global", "Attribute 13 name", "Attribute 13 value(s)", "Attribute 13 visible", "Attribute 13 global", "Attribute 14 name", "Attribute 14 value(s)", "Attribute 14 visible", "Attribute 14 global", "Attribute 15 name", "Attribute 15 value(s)", "Attribute 15 visible", "Attribute 15 global", "Attribute 16 name", "Attribute 16 value(s)", "Attribute 16 visible", "Attribute 16 global", "Attribute 17 name", "Attribute 17 value(s)", "Attribute 17 visible", "Attribute 17 global", "Attribute 18 name", "Attribute 18 value(s)", "Attribute 18 visible", "Attribute 18 global", "Attribute 19 name", "Attribute 19 value(s)", "Attribute 19 visible", "Attribute 19 global", "Attribute 20 name", "Attribute 20 value(s)", "Attribute 20 visible", "Attribute 20 global"
, simple, , "Босоножки La Rose 2085 37(24 см) Кожа серебро+пудра", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 775.00, "Категории > Женщинам > Обувь > Женские босоножки", , , "http://zakupka.com/storage/firms/27/10910/10910249/70516682265107d.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e26a64fb1bd4cdc.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c02beff9eaa5164.jpg, http://zakupka.com/storage/firms/27/10910/10910249/3653f2ccdb71c9c.jpg, http://zakupka.com/storage/firms/27/10910/10910249/d6a416a5d709a2e.jpg, http://zakupka.com/storage/firms/27/10910/10910249/d62d29bf15231c0.jpg", , , , , , , , , , , , , "Материал верха", "натуральная кожа", 1, 0, "Страна", "Украина", 1, 0, "Цвет", "серебро", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "37(24 см)", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Босоножки La Rose 2085 41(26;5см) Кожа серебро+пудра", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 775.00, "Категории > Женщинам > Обувь > Женские босоножки", , , "http://zakupka.com/storage/firms/27/10910/10910249/5c162637519dfa4.jpg, http://zakupka.com/storage/firms/27/10910/10910249/0cc8b1427941032.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e338b3530e01cb7.jpg, http://zakupka.com/storage/firms/27/10910/10910249/5e335f15c0aad1d.jpg, http://zakupka.com/storage/firms/27/10910/10910249/3d67bb1127e2a36.jpg, http://zakupka.com/storage/firms/27/10910/10910249/aed6d866582107f.jpg", , , , , , , , , , , , , "Материал верха", "натуральная кожа", 1, 0, "Страна", "Украина", 1, 0, "Цвет", "серебро", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "41(26,5см)", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Босоножки La Rose 2085 36(23;4 см) Кожа черный блеск", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 775.00, "Категории > Женщинам > Обувь > Женские босоножки", , , "http://zakupka.com/storage/firms/27/10910/10910249/31e4380c712000c.jpg, http://zakupka.com/storage/firms/27/10910/10910249/1fa60cf4eb09fd3.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e6394cffcb7e77f.jpg, http://zakupka.com/storage/firms/27/10910/10910249/86790be5dd4a1d0.jpg, http://zakupka.com/storage/firms/27/10910/10910249/14663a5df7c1928.jpg, http://zakupka.com/storage/firms/27/10910/10910249/5eb547cc48209b2.jpg", , , , , , , , , , , , , "Цвет", "черный", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Украина", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "36(23,4 см)", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Босоножки La Rose 2088 36 ( 23;5см ) Кожа черный блеск", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 868.00, "Категории > Женщинам > Обувь > Женские босоножки", , , "http://zakupka.com/storage/firms/27/10910/10910249/beba799675756b3.jpg, http://zakupka.com/storage/firms/27/10910/10910249/1381c558f81c1c6.jpg, http://zakupka.com/storage/firms/27/10910/10910249/70cc4fa3eb31b48.jpg, http://zakupka.com/storage/firms/27/10910/10910249/46c1a90af9653f6.jpg, http://zakupka.com/storage/firms/27/10910/10910249/24d033144e681c1.jpg", , , , , , , , , , , , , "Цвет", "черный", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Украина", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "36 ( 23,5см )", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Босоножки La Rose 2088 38 (24;8см) Бежевая кожа флотар", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 1085.00, "Категории > Женщинам > Обувь > Женские босоножки", , , "http://zakupka.com/storage/firms/27/10910/10910249/cad135d30dceaf0.jpg, http://zakupka.com/storage/firms/27/10910/10910249/6b1a01a4384a77f.jpg, http://zakupka.com/storage/firms/27/10910/10910249/52c427a8b881f6d.jpg, http://zakupka.com/storage/firms/27/10910/10910249/3bb3c2671386e53.jpg, http://zakupka.com/storage/firms/27/10910/10910249/48761b2fc94bcfe.jpg", , , , , , , , , , , , , "Цвет", "бежевый", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Украина", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "38 (24,8см)", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Босоножки La Rose 2088 39( 25;6см) Бежевая кожа флотар", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 1085.00, "Категории > Женщинам > Обувь > Женские босоножки", , , "http://zakupka.com/storage/firms/27/10910/10910249/e7f9dd03fa5aec1.jpg, http://zakupka.com/storage/firms/27/10910/10910249/bab87c6a7f607f4.jpg, http://zakupka.com/storage/firms/27/10910/10910249/15d5f97cf9725c2.jpg, http://zakupka.com/storage/firms/27/10910/10910249/81f3a47bd4dde7c.jpg, http://zakupka.com/storage/firms/27/10910/10910249/8e0ced020f37f8a.jpg", , , , , , , , , , , , , "Цвет", "бежевый", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Украина", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "39( 25,6см)", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Босоножки La Rose 2088 40( 26;3см) Бежевая кожа флотар", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 1085.00, "Категории > Женщинам > Обувь > Женские босоножки", , , "http://zakupka.com/storage/firms/27/10910/10910249/9aeefb5d0254902.jpg, http://zakupka.com/storage/firms/27/10910/10910249/bcdcae71a42e59a.jpg, http://zakupka.com/storage/firms/27/10910/10910249/cd6efc0a4efae94.jpg, http://zakupka.com/storage/firms/27/10910/10910249/411b92ebc49cf75.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c6f22b269f0e98d.jpg", , , , , , , , , , , , , "Цвет", "бежевый", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Украина", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "40( 26,3см)", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Босоножки La Rose 2088 41(26;9 см) Бежевая кожа флотар", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 1085.00, "Категории > Женщинам > Обувь > Женские босоножки", , , "http://zakupka.com/storage/firms/27/10910/10910249/32871915984414f.jpg, http://zakupka.com/storage/firms/27/10910/10910249/d1a652a9c21989a.jpg, http://zakupka.com/storage/firms/27/10910/10910249/3789189725efd12.jpg, http://zakupka.com/storage/firms/27/10910/10910249/d5d825fb84108fb.jpg, http://zakupka.com/storage/firms/27/10910/10910249/99c09994eb73111.jpg", , , , , , , , , , , , , "Цвет", "бежевый", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Украина", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "41(26,9 см)", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Босоножки La Rose 2088 36 ( 23;5см ) Голубая кожа флотар", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 1085.00, "Категории > Женщинам > Обувь > Женские босоножки", , , "http://zakupka.com/storage/firms/27/10910/10910249/ed67854a94189c6.jpg, http://zakupka.com/storage/firms/27/10910/10910249/ca4990722204742.jpg, http://zakupka.com/storage/firms/27/10910/10910249/5af020ca84f6244.jpg, http://zakupka.com/storage/firms/27/10910/10910249/6aaa5c93f00a03e.jpg, http://zakupka.com/storage/firms/27/10910/10910249/953982f55265c52.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e4adec33cefc267.jpg", , , , , , , , , , , , , "Цвет", "голубой", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Украина", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "36 ( 23,5см )", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Босоножки La Rose 2088 37 (24;2см ) Голубая кожа флотар", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 1085.00, "Категории > Женщинам > Обувь > Женские босоножки", , , "http://zakupka.com/storage/firms/27/10910/10910249/64aec4ca435c08f.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b6ef00c5510e364.jpg, http://zakupka.com/storage/firms/27/10910/10910249/99695c04e090155.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c2585d2cb0b2d48.jpg, http://zakupka.com/storage/firms/27/10910/10910249/eb47d771a499f23.jpg, http://zakupka.com/storage/firms/27/10910/10910249/6177b036bb6cd20.jpg", , , , , , , , , , , , , "Цвет", "голубой", 1, 0, "Материал верха", "натуральная кожа", 1, 0, "Страна", "Украина", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "37 (24,2см )", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
