ID, Type, ID, Name, Published, "Is featured?", "Visibility in catalog", "Short description", Description, "Date sale price starts", "Date sale price ends", "Tax status", "Tax class", "In stock?", "Backorders allowed?", "Sold individually?", "Weight (kg)", "Length (cm)", "Width (cm)", "Height (cm)", "Allow customer reviews?", "Purchase Note", "Sale price", "Regular price", Categories, Tags, "Shipping class", Images, "Attribute 1 name", "Attribute 1 value(s)", "Attribute 1 visible", "Attribute 1 global", "Attribute 2 name", "Attribute 2 value(s)", "Attribute 2 visible", "Attribute 2 global", "Attribute 3 name", "Attribute 3 value(s)", "Attribute 3 visible", "Attribute 3 global", "Attribute 4 name", "Attribute 4 value(s)", "Attribute 4 visible", "Attribute 4 global", "Attribute 5 name", "Attribute 5 value(s)", "Attribute 5 visible", "Attribute 5 global", "Attribute 6 name", "Attribute 6 value(s)", "Attribute 6 visible", "Attribute 6 global", "Attribute 7 name", "Attribute 7 value(s)", "Attribute 7 visible", "Attribute 7 global", "Attribute 8 name", "Attribute 8 value(s)", "Attribute 8 visible", "Attribute 8 global", "Attribute 9 name", "Attribute 9 value(s)", "Attribute 9 visible", "Attribute 9 global", "Attribute 10 name", "Attribute 10 value(s)", "Attribute 10 visible", "Attribute 10 global", "Attribute 11 name", "Attribute 11 value(s)", "Attribute 11 visible", "Attribute 11 global", "Attribute 12 name", "Attribute 12 value(s)", "Attribute 12 visible", "Attribute 12 global", "Attribute 13 name", "Attribute 13 value(s)", "Attribute 13 visible", "Attribute 13 global", "Attribute 14 name", "Attribute 14 value(s)", "Attribute 14 visible", "Attribute 14 global", "Attribute 15 name", "Attribute 15 value(s)", "Attribute 15 visible", "Attribute 15 global", "Attribute 16 name", "Attribute 16 value(s)", "Attribute 16 visible", "Attribute 16 global", "Attribute 17 name", "Attribute 17 value(s)", "Attribute 17 visible", "Attribute 17 global", "Attribute 18 name", "Attribute 18 value(s)", "Attribute 18 visible", "Attribute 18 global", "Attribute 19 name", "Attribute 19 value(s)", "Attribute 19 visible", "Attribute 19 global", "Attribute 20 name", "Attribute 20 value(s)", "Attribute 20 visible", "Attribute 20 global"
, simple, , "Стелька черная зимняя", 1, 0, "visible", , , , , taxable, standard, 1, , , , , , , 1, , , 60.00, "хлам > Подарки", , , "http://zakupka.com/storage/firms/27/10910/10910249/352699762c20be4.jpg, http://zakupka.com/storage/firms/27/10910/10910249/d4f8d0e391a1715.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b36b4209080a667.jpg", , , , , "код производителя", "Ст. чер. 44", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Стелька черная зимняя", 1, 0, "visible", , , , , taxable, standard, 1, , , , , , , 1, , , 60.00, "хлам > Подарки", , , "http://zakupka.com/storage/firms/27/10910/10910249/8538467e77c0f41.jpg, http://zakupka.com/storage/firms/27/10910/10910249/fe9f1001ad50c70.jpg, http://zakupka.com/storage/firms/27/10910/10910249/666e20d8edd545d.jpg", , , , , "код производителя", "Ст. чер. 45", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Стелька черная зимняя", 1, 0, "visible", , , , , taxable, standard, 1, , , , , , , 1, , , 60.00, "хлам > Подарки", , , "http://zakupka.com/storage/firms/27/10910/10910249/2ed017e2d52fda7.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e202ccfeaa99c08.jpg", , , , , "код производителя", "Ст. чер. 36", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Стелька черная зимняя", 1, 0, "visible", , , , , taxable, standard, 1, , , , , , , 1, , , 60.00, "хлам > Подарки", , , "http://zakupka.com/storage/firms/27/10910/10910249/45a74dda0f0a9ed.jpg, http://zakupka.com/storage/firms/27/10910/10910249/1776567a033b2c0.jpg", , , , , "код производителя", "Ст. чер. 40", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Стелька черная зимняя", 1, 0, "visible", , , , , taxable, standard, 1, , , , , , , 1, , , 60.00, "хлам > Подарки", , , "http://zakupka.com/storage/firms/27/10910/10910249/2c20b68889c9c8a.jpg, http://zakupka.com/storage/firms/27/10910/10910249/db7564bd43a2332.jpg", , , , , "код производителя", "Ст. чер. 41", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли женские велюровые красные с обтянутым каблуком 10 см", 1, 0, "visible", , "Сезон: деми Размеры: 36-40 Цвет: красный Материал верха: натуральный велюр Внутри кожподкладка Каблук: 10см Производитель: Украина Отшив: нет 36-23,5см 37-24см 38-24,5-25см 39-25,5см 40-26см", , , taxable, standard, 1, , , , , , , 1, , , 1700.00, "Категории > Женщинам > Обувь > Демисезон > Туфли на каблуке  платформе  танкетке", , , "http://zakupka.com/storage/firms/27/10910/10910249/754e9b3d9c9d0bc.jpg, http://zakupka.com/storage/firms/27/10910/10910249/7e5265408ac601b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/f91048da5ce527e.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b65cae2e0e685a5.jpg, http://zakupka.com/storage/firms/27/10910/10910249/24e4c0a04ce8255.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b780716df98886d.jpg, http://zakupka.com/storage/firms/27/10910/10910249/0c8c91350fd22dd.jpg", , , , , "код производителя", "7407/37", 1, 0, , , , , "Цвет", "красный", 1, 0, "Материал верха", "натуральный велюр", 1, 0, "Выберите нужный размер", "37", 1, 0, "Замер по стельке", "24", 1, 0, "Состояние", "Новый", 1, 0, "Сезон", "Деми", 1, 0, "Вид обуви", "Туфли", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли женские замшевые рыжего цвета на низком ходу", 1, 0, "visible", , "Сезон: деми Размеры: 36-41 Цвет: рыжий Материал верха: натуральная замша Внутри: кожподкладка Подошва: полиуретан Высота без подошвы: 5,7см Подошва: 1,5-2,5см Производитель: Украина Отшив: нет 36-23,5см 37-24см 38-24,5-25см 39-25,5см 40-26-26,5см 41-27см", , , taxable, standard, 1, , , , , , , 1, , , 1500.00, "Категории > Женщинам > Обувь > Демисезон > Туфли без каблука", , , "http://zakupka.com/storage/firms/27/10910/10910249/86837f0bd5e9005.jpg, http://zakupka.com/storage/firms/27/10910/10910249/3dfd1ab6317ae79.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b54eeba00008b83.jpg, http://zakupka.com/storage/firms/27/10910/10910249/811c5aa8c841e58.jpg, http://zakupka.com/storage/firms/27/10910/10910249/7736ca6106edb20.jpg, http://zakupka.com/storage/firms/27/10910/10910249/85ffbb6ae7b1f5a.jpg, http://zakupka.com/storage/firms/27/10910/10910249/862e0ae615aace9.jpg, http://zakupka.com/storage/firms/27/10910/10910249/16f30c5374604c4.jpg, http://zakupka.com/storage/firms/27/10910/10910249/918b00ce1b31741.jpg, http://zakupka.com/storage/firms/27/10910/10910249/38d54ce5684bd93.jpg, http://zakupka.com/storage/firms/27/10910/10910249/ed64a9335f820db.jpg, http://zakupka.com/storage/firms/27/10910/10910249/dabce088cbe5122.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e1ea490c434198b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/6d257b5c351ca17.jpg", , , , , "код производителя", "7316-1/36", 1, 0, , , , , "Материал верха", "натуральная замша", 1, 0, "Выберите нужный размер", "36", 1, 0, "Замер по стельке", "23.5", 1, 0, "Состояние", "Новый", 1, 0, "Цвет", "Рыжий", 1, 0, "Сезон", "Деми", 1, 0, "Вид обуви", "Туфли", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли женские замшевые рыжего цвета на низком ходу", 1, 0, "visible", , "Сезон: деми Размеры: 36-41 Цвет: рыжий Материал верха: натуральная замша Внутри: кожподкладка Подошва: полиуретан Высота без подошвы: 5,7см Подошва: 1,5-2,5см Производитель: Украина Отшив: нет 36-23,5см 37-24см 38-24,5-25см 39-25,5см 40-26-26,5см 41-27см", , , taxable, standard, 1, , , , , , , 1, , , 1500.00, "Категории > Женщинам > Обувь > Демисезон > Туфли без каблука", , , "http://zakupka.com/storage/firms/27/10910/10910249/eeddb9f549822a2.jpg, http://zakupka.com/storage/firms/27/10910/10910249/62cd5ac54828a5f.jpg, http://zakupka.com/storage/firms/27/10910/10910249/7f25e93fc224d0a.jpg, http://zakupka.com/storage/firms/27/10910/10910249/5dc513c1c82c332.jpg, http://zakupka.com/storage/firms/27/10910/10910249/2928c75dcebdb27.jpg, http://zakupka.com/storage/firms/27/10910/10910249/9616874efdf5615.jpg, http://zakupka.com/storage/firms/27/10910/10910249/d9c648638bc3307.jpg, http://zakupka.com/storage/firms/27/10910/10910249/f3361c1f0d68ec3.jpg, http://zakupka.com/storage/firms/27/10910/10910249/1637aeec3c58f15.jpg, http://zakupka.com/storage/firms/27/10910/10910249/9e06cb76e8d3030.jpg, http://zakupka.com/storage/firms/27/10910/10910249/43c7410ad7591bb.jpg, http://zakupka.com/storage/firms/27/10910/10910249/a155900ad516533.jpg, http://zakupka.com/storage/firms/27/10910/10910249/1deef622657b6c8.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c778ea61751ea3b.jpg", , , , , "код производителя", "7316-1/39", 1, 0, , , , , "Материал верха", "натуральная замша", 1, 0, "Выберите нужный размер", "39", 1, 0, "Замер по стельке", "25.5", 1, 0, "Состояние", "Новый", 1, 0, "Цвет", "Рыжий", 1, 0, "Сезон", "Деми", 1, 0, "Вид обуви", "Туфли", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли женские замшевые черные; каблук 6.5 см", 1, 0, "visible", , "Сезон: деми Размеры: 36-40 Цвет: черный Материал верха: натуральная замша Подкладка: натуральная кожа Каблук: 6,5 см Производитель: Украина 36-23,5см 37-24см 38-24,5-25см 39-25,5см 40-26-26,5см полномерные Отшив: нет", , , taxable, standard, 1, , , , , , , 1, , , 1600.00, "Категории > Женщинам > Обувь > Демисезон > Туфли на каблуке  платформе  танкетке", , , "http://zakupka.com/storage/firms/27/10910/10910249/6434a2db74e8233.jpg, http://zakupka.com/storage/firms/27/10910/10910249/44aadf160a5b39b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/4e41255da0a0685.jpg, http://zakupka.com/storage/firms/27/10910/10910249/ac479f5219ffbe4.jpg, http://zakupka.com/storage/firms/27/10910/10910249/8aaa7947295d46d.jpg, http://zakupka.com/storage/firms/27/10910/10910249/ad2a515ee9f85c7.jpg, http://zakupka.com/storage/firms/27/10910/10910249/cb5ff7c8388541b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c1d7b4531e07111.jpg, http://zakupka.com/storage/firms/27/10910/10910249/aca92762c3350da.jpg, http://zakupka.com/storage/firms/27/10910/10910249/170ff64df629ac8.jpg, http://zakupka.com/storage/firms/27/10910/10910249/974cde39b5df74c.jpg, http://zakupka.com/storage/firms/27/10910/10910249/6e1ab476005585e.jpg, http://zakupka.com/storage/firms/27/10910/10910249/5d3c8cbaf887d16.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e566c55b1bf5e33.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c7af57b296a2899.jpg", , , , , "код производителя", "7404-2/38", 1, 0, , , , , "Цвет", "черный", 1, 0, "Материал верха", "натуральная замша", 1, 0, "Выберите нужный размер", "38", 1, 0, "Замер по стельке", "24.5-25", 1, 0, "Состояние", "Новый", 1, 0, "Сезон", "Деми", 1, 0, "Вид обуви", "Туфли", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли женские замшевые черные; каблук 6.5 см", 1, 0, "visible", , "Сезон: деми Размеры: 36-40 Цвет: черный Материал верха: натуральная замша Подкладка: натуральная кожа Каблук: 6,5 см Производитель: Украина 36-23,5см 37-24см 38-24,5-25см 39-25,5см 40-26-26,5см полномерные Отшив: нет", , , taxable, standard, 1, , , , , , , 1, , , 1600.00, "Категории > Женщинам > Обувь > Демисезон > Туфли на каблуке  платформе  танкетке", , , "http://zakupka.com/storage/firms/27/10910/10910249/6305cc667b4a1ba.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e1e24b2fe5b82e5.jpg, http://zakupka.com/storage/firms/27/10910/10910249/f67f597b8cabcc4.jpg, http://zakupka.com/storage/firms/27/10910/10910249/bef5ac745c01cad.jpg, http://zakupka.com/storage/firms/27/10910/10910249/5795fe695ef5efe.jpg, http://zakupka.com/storage/firms/27/10910/10910249/d54649bd919496d.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e7e81dfbaed7f5c.jpg, http://zakupka.com/storage/firms/27/10910/10910249/1a16779bb7ed6f7.jpg, http://zakupka.com/storage/firms/27/10910/10910249/9c2603e46e73811.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c3efdca81c306be.jpg, http://zakupka.com/storage/firms/27/10910/10910249/754a075f1fe9c24.jpg, http://zakupka.com/storage/firms/27/10910/10910249/0f0fe963361119f.jpg, http://zakupka.com/storage/firms/27/10910/10910249/dbc44d6a76fd6f7.jpg, http://zakupka.com/storage/firms/27/10910/10910249/04117929b7cf842.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b0de6ab4e8a4c43.jpg", , , , , "код производителя", "7404-2/39", 1, 0, , , , , "Цвет", "черный", 1, 0, "Материал верха", "натуральная замша", 1, 0, "Выберите нужный размер", "39", 1, 0, "Замер по стельке", "25.5", 1, 0, "Состояние", "Новый", 1, 0, "Сезон", "Деми", 1, 0, "Вид обуви", "Туфли", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
