ID, Type, ID, Name, Published, "Is featured?", "Visibility in catalog", "Short description", Description, "Date sale price starts", "Date sale price ends", "Tax status", "Tax class", "In stock?", "Backorders allowed?", "Sold individually?", "Weight (kg)", "Length (cm)", "Width (cm)", "Height (cm)", "Allow customer reviews?", "Purchase Note", "Sale price", "Regular price", Categories, Tags, "Shipping class", Images, "Attribute 1 name", "Attribute 1 value(s)", "Attribute 1 visible", "Attribute 1 global", "Attribute 2 name", "Attribute 2 value(s)", "Attribute 2 visible", "Attribute 2 global", "Attribute 3 name", "Attribute 3 value(s)", "Attribute 3 visible", "Attribute 3 global", "Attribute 4 name", "Attribute 4 value(s)", "Attribute 4 visible", "Attribute 4 global", "Attribute 5 name", "Attribute 5 value(s)", "Attribute 5 visible", "Attribute 5 global", "Attribute 6 name", "Attribute 6 value(s)", "Attribute 6 visible", "Attribute 6 global", "Attribute 7 name", "Attribute 7 value(s)", "Attribute 7 visible", "Attribute 7 global", "Attribute 8 name", "Attribute 8 value(s)", "Attribute 8 visible", "Attribute 8 global", "Attribute 9 name", "Attribute 9 value(s)", "Attribute 9 visible", "Attribute 9 global", "Attribute 10 name", "Attribute 10 value(s)", "Attribute 10 visible", "Attribute 10 global", "Attribute 11 name", "Attribute 11 value(s)", "Attribute 11 visible", "Attribute 11 global", "Attribute 12 name", "Attribute 12 value(s)", "Attribute 12 visible", "Attribute 12 global", "Attribute 13 name", "Attribute 13 value(s)", "Attribute 13 visible", "Attribute 13 global", "Attribute 14 name", "Attribute 14 value(s)", "Attribute 14 visible", "Attribute 14 global", "Attribute 15 name", "Attribute 15 value(s)", "Attribute 15 visible", "Attribute 15 global", "Attribute 16 name", "Attribute 16 value(s)", "Attribute 16 visible", "Attribute 16 global", "Attribute 17 name", "Attribute 17 value(s)", "Attribute 17 visible", "Attribute 17 global", "Attribute 18 name", "Attribute 18 value(s)", "Attribute 18 visible", "Attribute 18 global", "Attribute 19 name", "Attribute 19 value(s)", "Attribute 19 visible", "Attribute 19 global", "Attribute 20 name", "Attribute 20 value(s)", "Attribute 20 visible", "Attribute 20 global"
, simple, , "Мужские зимние ботинки из нубука; красные", 1, 0, "visible", , "Сезон: зима Размеры: 40-45 Цвет: красный Материал: натуральный нубук Утеплитель: полушерсть Подошва: 2,5-4см Высота ботинка: 8,5см без подошвы Производитель: Украина 40-26-26,5см 41-27см 42-28см 43-28,5-29см 44-29,5см 45-30см Отшив: нет", , , taxable, standard, 1, , , , , , , 1, , , 750.00, "хлам > Распродажа > Мужская обувь", , , "http://zakupka.com/storage/firms/27/10910/10910249/dabebbbdfda7cde.jpg, http://zakupka.com/storage/firms/27/10910/10910249/ad4dce66a1526b7.jpg, http://zakupka.com/storage/firms/27/10910/10910249/d93d6fa2012c6be.jpg, http://zakupka.com/storage/firms/27/10910/10910249/a887be8c9503cff.jpg, http://zakupka.com/storage/firms/27/10910/10910249/8afc2c40557de00.jpg", , , , , "код производителя", "9400-2з/40", 1, 0, , , , , "Цвет", "красный", 1, 0, "Сезон", "зима", 1, 0, "Выберите нужный размер", "40", 1, 0, "Замер по стельке", "26-26.5", 1, 0, "Состояние", "Новое", 1, 0, "Вид обуви", "Ботинки", 1, 0, "Материал верха", "Натуральный нубук", 1, 0, "Материал подкладки", "Полушерсть", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Мужские зимние ботинки из нубука; красные", 1, 0, "visible", , "Сезон: зима Размеры: 40-45 Цвет: красный Материал: натуральный нубук Утеплитель: полушерсть Подошва: 2,5-4см Высота ботинка: 8,5см без подошвы Производитель: Украина 40-26-26,5см 41-27см 42-28см 43-28,5-29см 44-29,5см 45-30см Отшив: нет", , , taxable, standard, 1, , , , , , , 1, , , 750.00, "хлам > Распродажа > Мужская обувь", , , "http://zakupka.com/storage/firms/27/10910/10910249/5c90477ff2bd42a.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c64bb2ad78ea8dd.jpg, http://zakupka.com/storage/firms/27/10910/10910249/4468ab0134ce04c.jpg, http://zakupka.com/storage/firms/27/10910/10910249/0ae7330674a2aa5.jpg, http://zakupka.com/storage/firms/27/10910/10910249/d8fcebb5ed9b7e7.jpg", , , , , "код производителя", "9400-2з/42", 1, 0, , , , , "Цвет", "красный", 1, 0, "Сезон", "зима", 1, 0, "Выберите нужный размер", "42", 1, 0, "Замер по стельке", "28", 1, 0, "Состояние", "Новое", 1, 0, "Вид обуви", "Ботинки", 1, 0, "Материал верха", "Натуральный нубук", 1, 0, "Материал подкладки", "Полушерсть", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Мужские зимние ботинки из нубука; красные", 1, 0, "visible", , "Сезон: зима Размеры: 40-45 Цвет: красный Материал: натуральный нубук Утеплитель: полушерсть Подошва: 2,5-4см Высота ботинка: 8,5см без подошвы Производитель: Украина 40-26-26,5см 41-27см 42-28см 43-28,5-29см 44-29,5см 45-30см Отшив: нет", , , taxable, standard, 1, , , , , , , 1, , , 750.00, "хлам > Распродажа > Мужская обувь", , , "http://zakupka.com/storage/firms/27/10910/10910249/e22690b66a6ee68.jpg, http://zakupka.com/storage/firms/27/10910/10910249/09b43d55f7dd8e1.jpg, http://zakupka.com/storage/firms/27/10910/10910249/fa6f3c8de5bc434.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e406ebe9f058bb5.jpg, http://zakupka.com/storage/firms/27/10910/10910249/0f2a587531e12fb.jpg", , , , , "код производителя", "9400-2з/43", 1, 0, , , , , "Цвет", "красный", 1, 0, "Сезон", "зима", 1, 0, "Выберите нужный размер", "43", 1, 0, "Замер по стельке", "28, 5-29", 1, 0, "Состояние", "Новое", 1, 0, "Вид обуви", "Ботинки", 1, 0, "Материал верха", "Натуральный нубук", 1, 0, "Материал подкладки", "Полушерсть", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Мужские зимние ботинки из нубука; красные", 1, 0, "visible", , "Сезон: зима Размеры: 40-45 Цвет: красный Материал: натуральный нубук Утеплитель: полушерсть Подошва: 2,5-4см Высота ботинка: 8,5см без подошвы Производитель: Украина 40-26-26,5см 41-27см 42-28см 43-28,5-29см 44-29,5см 45-30см Отшив: нет", , , taxable, standard, 1, , , , , , , 1, , , 750.00, "хлам > Распродажа > Мужская обувь", , , "http://zakupka.com/storage/firms/27/10910/10910249/4c115c0af5090b9.jpg, http://zakupka.com/storage/firms/27/10910/10910249/84ef7bd54c32b2c.jpg, http://zakupka.com/storage/firms/27/10910/10910249/27981a3d3e6c960.jpg, http://zakupka.com/storage/firms/27/10910/10910249/1f4517ccabdcfb9.jpg, http://zakupka.com/storage/firms/27/10910/10910249/507289c2ab0aa22.jpg", , , , , "код производителя", "9400-2з/44", 1, 0, , , , , "Цвет", "красный", 1, 0, "Сезон", "зима", 1, 0, "Выберите нужный размер", "44", 1, 0, "Замер по стельке", "29.5", 1, 0, "Состояние", "Новое", 1, 0, "Вид обуви", "Ботинки", 1, 0, "Материал верха", "Натуральный нубук", 1, 0, "Материал подкладки", "Полушерсть", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Мужские зимние ботинки синяя замша 40", 1, 0, "visible", , "Сезон: зима Размеры: 40-45 Материал: натуральная замша Утеплитель: полушерсть Производитель: Украина Высота ботинка: 10см Подошва: 2-3см Цвет: синий 40-27см 41-27,5см 42-28см 43-28,5см 44-29-29,5см 45р-30см Отшив: да, можно под заказ", , , taxable, standard, 1, , , , , , , 1, , , 1450.00, "Категории > Мужчинам > Обувь > Ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/a2c5838baaa5c25.jpg, http://zakupka.com/storage/firms/27/10910/10910249/4194049ead93d0b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/0aa3285ca421ee5.jpg, http://zakupka.com/storage/firms/27/10910/10910249/3f34182f0317273.jpg, http://zakupka.com/storage/firms/27/10910/10910249/7a14c4071586bad.jpg", , , , , "код производителя", "2119з/40", 1, 0, , , , , "Цвет", "синий", 1, 0, "Сезон", "зима", 1, 0, "Застежка", "шнуровка", 1, 0, "Вид обуви", "Ботинки", 1, 0, "Состояние", "Новое", 1, 0, "Выберите нужный размер", "40", 1, 0, "Замер по стельке", "27", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Мужские зимние ботинки синяя замша 41", 1, 0, "visible", , "Сезон: зима Размеры: 40-45 Материал: натуральная замша Утеплитель: полушерсть Производитель: Украина Высота ботинка: 10см Подошва: 2-3см Цвет: синий 40-27см 41-27,5см 42-28см 43-28,5см 44-29-29,5см 45р-30см Отшив: да, можно под заказ", , , taxable, standard, 1, , , , , , , 1, , , 1450.00, "Категории > Мужчинам > Обувь > Ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/6287dd20ab027b7.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b4d7022527674ff.jpg, http://zakupka.com/storage/firms/27/10910/10910249/8c1ab202b5e22e2.jpg, http://zakupka.com/storage/firms/27/10910/10910249/9a9999633c94280.jpg, http://zakupka.com/storage/firms/27/10910/10910249/9630fca71a23c22.jpg", , , , , "код производителя", "2119з/41", 1, 0, , , , , "Цвет", "синий", 1, 0, "Сезон", "зима", 1, 0, "Застежка", "шнуровка", 1, 0, "Вид обуви", "Ботинки", 1, 0, "Состояние", "Новое", 1, 0, "Выберите нужный размер", "41", 1, 0, "Замер по стельке", "27, 5", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Мужские зимние ботинки черные замшевые; 40", 1, 0, "visible", , "Сезон: зима Размеры: 40-45 Цвет: черный Материал: натуральная замша Утеплитель: полушерсть Подошва: 1-3см Высота ботинка: 10,5см без подошвы Производитель: Украина 40-26,5см 41-27-27,5см 42-28см 43-28,5-29см 44-29,5см 45-30см Отшив: да, 14-20 раб. дней", , , taxable, standard, 1, , , , , , , 1, , , 1450.00, "Категории > Мужчинам > Обувь > Ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/73893d92ac3466b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/1645ea3fcc082dd.jpg, http://zakupka.com/storage/firms/27/10910/10910249/f965a9303d2a9ce.jpg, http://zakupka.com/storage/firms/27/10910/10910249/fe1c1f1bfca1da9.jpg", , , , , "код производителя", "7706-1з/40", 1, 0, , , , , "Цвет", "черный", 1, 0, "Сезон", "зима", 1, 0, "Материал верха", "натуральная замша", 1, 0, "Выберите нужный размер", "40", 1, 0, "Замер по стельке", "26, 5", 1, 0, "Состояние", "новое", 1, 0, "Вид обуви", "Ботинки", 1, 0, "Материал подкладки", "Полушерсть", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Мужские зимние ботинки черные замшевые; 41", 1, 0, "visible", , "Сезон: зима Размеры: 40-45 Цвет: черный Материал: натуральная замша Утеплитель: полушерсть Подошва: 1-3см Высота ботинка: 10,5см без подошвы Производитель: Украина 40-26,5см 41-27-27,5см 42-28см 43-28,5-29см 44-29,5см 45-30см Отшив: да, 14-20 раб. дней", , , taxable, standard, 1, , , , , , , 1, , , 1450.00, "Категории > Мужчинам > Обувь > Ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/3bac22ba79b4250.jpg, http://zakupka.com/storage/firms/27/10910/10910249/6648b32aaa56be0.jpg, http://zakupka.com/storage/firms/27/10910/10910249/cf5c08ee41430a4.jpg, http://zakupka.com/storage/firms/27/10910/10910249/6a711cb8da00991.jpg", , , , , "код производителя", "7706-1з/41", 1, 0, , , , , "Цвет", "черный", 1, 0, "Сезон", "зима", 1, 0, "Материал верха", "натуральная замша", 1, 0, "Выберите нужный размер", "41", 1, 0, "Замер по стельке", "27-27, 5", 1, 0, "Состояние", "новое", 1, 0, "Вид обуви", "Ботинки", 1, 0, "Материал подкладки", "Полушерсть", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Мужские зимние ботинки черные замшевые; 42", 1, 0, "visible", , "Сезон: зима Размеры: 40-45 Цвет: черный Материал: натуральная замша Утеплитель: полушерсть Подошва: 1-3см Высота ботинка: 10,5см без подошвы Производитель: Украина 40-26,5см 41-27-27,5см 42-28см 43-28,5-29см 44-29,5см 45-30см Отшив: да, 14-20 раб. дней", , , taxable, standard, 1, , , , , , , 1, , , 1450.00, "Категории > Мужчинам > Обувь > Ботинки", , , "http://zakupka.com/storage/firms/27/10910/10910249/c36d0e409c76a84.jpg, http://zakupka.com/storage/firms/27/10910/10910249/723078585bb6ba1.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b60f969861786c0.jpg, http://zakupka.com/storage/firms/27/10910/10910249/e84adf7b4c19364.jpg", , , , , "код производителя", "7706-1з/42", 1, 0, , , , , "Цвет", "черный", 1, 0, "Сезон", "зима", 1, 0, "Материал верха", "натуральная замша", 1, 0, "Выберите нужный размер", "42", 1, 0, "Замер по стельке", "28", 1, 0, "Состояние", "новое", 1, 0, "Вид обуви", "Ботинки", 1, 0, "Материал подкладки", "Полушерсть", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Мужские зимние ботинки; коричневая кожа crazy; 40", 1, 0, "visible", , "Сезон: зима Размеры: 40-45 Цвет: коричневый Материал: натуральная кожа крэйзи Утеплитель: полушерсть Подошва: 3-4см Высота ботинка: 10см без подошвы Производитель: Украина Отшив: нет 40-26-26,5см 41-27 см 42-28см 43-28,5-29см 44-29,5см 45-30см", , , taxable, standard, 1, , , , , , , 1, , , 810.00, "хлам > Распродажа > Мужская обувь", , , "http://zakupka.com/storage/firms/27/10910/10910249/b4c205e44e1edbe.jpg, http://zakupka.com/storage/firms/27/10910/10910249/898ccbdd5cd2d34.jpg, http://zakupka.com/storage/firms/27/10910/10910249/7d916e64eec7735.jpg, http://zakupka.com/storage/firms/27/10910/10910249/28af7eeab18b71d.jpg, http://zakupka.com/storage/firms/27/10910/10910249/fb4f02bf21d21e2.jpg", , , , , "код производителя", "9201з/40", 1, 0, , , , , "Цвет", "коричневый", 1, 0, "Сезон", "зима", 1, 0, "Выберите нужный размер", "40", 1, 0, "Замер по стельке", "26-26, 5", 1, 0, "Состояние", "Новое", 1, 0, "Вид обуви", "Ботинки", 1, 0, "Материал верха", "Натуральная кожа", 1, 0, "Материал подкладки", "Полушерсть", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
