ID, Type, ID, Name, Published, "Is featured?", "Visibility in catalog", "Short description", Description, "Date sale price starts", "Date sale price ends", "Tax status", "Tax class", "In stock?", "Backorders allowed?", "Sold individually?", "Weight (kg)", "Length (cm)", "Width (cm)", "Height (cm)", "Allow customer reviews?", "Purchase Note", "Sale price", "Regular price", Categories, Tags, "Shipping class", Images, "Attribute 1 name", "Attribute 1 value(s)", "Attribute 1 visible", "Attribute 1 global", "Attribute 2 name", "Attribute 2 value(s)", "Attribute 2 visible", "Attribute 2 global", "Attribute 3 name", "Attribute 3 value(s)", "Attribute 3 visible", "Attribute 3 global", "Attribute 4 name", "Attribute 4 value(s)", "Attribute 4 visible", "Attribute 4 global", "Attribute 5 name", "Attribute 5 value(s)", "Attribute 5 visible", "Attribute 5 global", "Attribute 6 name", "Attribute 6 value(s)", "Attribute 6 visible", "Attribute 6 global", "Attribute 7 name", "Attribute 7 value(s)", "Attribute 7 visible", "Attribute 7 global", "Attribute 8 name", "Attribute 8 value(s)", "Attribute 8 visible", "Attribute 8 global", "Attribute 9 name", "Attribute 9 value(s)", "Attribute 9 visible", "Attribute 9 global", "Attribute 10 name", "Attribute 10 value(s)", "Attribute 10 visible", "Attribute 10 global", "Attribute 11 name", "Attribute 11 value(s)", "Attribute 11 visible", "Attribute 11 global", "Attribute 12 name", "Attribute 12 value(s)", "Attribute 12 visible", "Attribute 12 global", "Attribute 13 name", "Attribute 13 value(s)", "Attribute 13 visible", "Attribute 13 global", "Attribute 14 name", "Attribute 14 value(s)", "Attribute 14 visible", "Attribute 14 global", "Attribute 15 name", "Attribute 15 value(s)", "Attribute 15 visible", "Attribute 15 global", "Attribute 16 name", "Attribute 16 value(s)", "Attribute 16 visible", "Attribute 16 global", "Attribute 17 name", "Attribute 17 value(s)", "Attribute 17 visible", "Attribute 17 global", "Attribute 18 name", "Attribute 18 value(s)", "Attribute 18 visible", "Attribute 18 global", "Attribute 19 name", "Attribute 19 value(s)", "Attribute 19 visible", "Attribute 19 global", "Attribute 20 name", "Attribute 20 value(s)", "Attribute 20 visible", "Attribute 20 global"
, simple, , "Туфли Rivadi 2299 37( 24;4см ) Нубук хаки", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 1800.00, "Категории > Женщинам > Обувь > Женские туфли", , , "http://zakupka.com/storage/firms/27/10910/10910249/1f49044b8971d26.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c2d1e9828ad4e57.jpg, http://zakupka.com/storage/firms/27/10910/10910249/603ecfa7e9008c7.jpg, http://zakupka.com/storage/firms/27/10910/10910249/352a786018f262b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/1fe717cae945a09.jpg", , , , , , , , , , , , , "Цвет", "хаки", 1, 0, "Материал верха", "натуральный нубук", 1, 0, "Материал подошвы", "полиуретан", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Каблук", "2 см", 1, 0, "Материал подкладки", "Кожа шевро́", 1, 0, "Материал стельки", "Кожа шевро́", 1, 0, "Size (Размер)", "37( 24,4см )", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли Rivadi 2299 38 (25;1см ) Нубук хаки", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 1800.00, "Категории > Женщинам > Обувь > Женские туфли", , , "http://zakupka.com/storage/firms/27/10910/10910249/6f9e536bae98a8a.jpg, http://zakupka.com/storage/firms/27/10910/10910249/aa83b8d549417d4.jpg, http://zakupka.com/storage/firms/27/10910/10910249/a732056060de531.jpg, http://zakupka.com/storage/firms/27/10910/10910249/2e283b7e8d657c2.jpg, http://zakupka.com/storage/firms/27/10910/10910249/742cc5c81829e41.jpg", , , , , , , , , , , , , "Цвет", "хаки", 1, 0, "Материал верха", "натуральный нубук", 1, 0, "Материал подошвы", "полиуретан", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Каблук", "2 см", 1, 0, "Материал подкладки", "Кожа шевро́", 1, 0, "Материал стельки", "Кожа шевро́", 1, 0, "Size (Размер)", "38 (25,1см )", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли Rivadi 2299 39 (25;8 см ) Нубук хаки", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 1800.00, "Категории > Женщинам > Обувь > Женские туфли", , , "http://zakupka.com/storage/firms/27/10910/10910249/03d517954489578.jpg, http://zakupka.com/storage/firms/27/10910/10910249/8b3c9c037fd59ce.jpg, http://zakupka.com/storage/firms/27/10910/10910249/447fd67e5386ba9.jpg, http://zakupka.com/storage/firms/27/10910/10910249/dae5f7bb8131de1.jpg, http://zakupka.com/storage/firms/27/10910/10910249/c5e949d24d5aa58.jpg", , , , , , , , , , , , , "Цвет", "хаки", 1, 0, "Материал верха", "натуральный нубук", 1, 0, "Материал подошвы", "полиуретан", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Каблук", "2 см", 1, 0, "Материал подкладки", "Кожа шевро́", 1, 0, "Материал стельки", "Кожа шевро́", 1, 0, "Size (Размер)", "39 (25,8 см )", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли Rivadi 2299 40 (26;6см ) Нубук хаки", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 1800.00, "Категории > Женщинам > Обувь > Женские туфли", , , "http://zakupka.com/storage/firms/27/10910/10910249/1c80bf7611da829.jpg, http://zakupka.com/storage/firms/27/10910/10910249/618e0adcdbe5e54.jpg, http://zakupka.com/storage/firms/27/10910/10910249/3e724c51dede047.jpg, http://zakupka.com/storage/firms/27/10910/10910249/bbb7cfc9e029c0e.jpg, http://zakupka.com/storage/firms/27/10910/10910249/ce9ad2386d2195e.jpg", , , , , , , , , , , , , "Цвет", "хаки", 1, 0, "Материал верха", "натуральный нубук", 1, 0, "Материал подошвы", "полиуретан", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Каблук", "2 см", 1, 0, "Материал подкладки", "Кожа шевро́", 1, 0, "Материал стельки", "Кожа шевро́", 1, 0, "Size (Размер)", "40 (26,6см )", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли Rivadi 2299 41 (27;4см) Нубук хаки", 1, 0, "visible", , "Rivadi - это обувь со вкусом и чувством стиля.Обувь изготовлена из отобранной натуральной кожи и натурального велюра !!! Подкладка и стелька изготавливается из кожи шевро", , , taxable, standard, 1, , , , , , , 1, , , 1800.00, "Категории > Женщинам > Обувь > Женские туфли", , , "http://zakupka.com/storage/firms/27/10910/10910249/194308945dbd0a8.jpg, http://zakupka.com/storage/firms/27/10910/10910249/43a1ed8a2fad057.jpg, http://zakupka.com/storage/firms/27/10910/10910249/650abdd19e6d947.jpg, http://zakupka.com/storage/firms/27/10910/10910249/fea44033dd39feb.jpg, http://zakupka.com/storage/firms/27/10910/10910249/5e12df91a263f36.jpg", , , , , , , , , , , , , "Цвет", "хаки", 1, 0, "Материал верха", "натуральный нубук", 1, 0, "Материал подошвы", "полиуретан", 1, 0, "Страна", "Турция", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Каблук", "2 см", 1, 0, "Материал подкладки", "Кожа шевро́", 1, 0, "Материал стельки", "Кожа шевро́", 1, 0, "Size (Размер)", "41 (27,4см)", 1, 0, "Производитель", "Rivadi", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли La Rose 2203 36 (23;6см ) Пудра блеск", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 1100.00, "Категории > Женщинам > Обувь > Женские туфли", , , "http://zakupka.com/storage/firms/27/10910/10910249/9ed47e563d2ea5b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/ac2dbc79c2193f5.jpg, http://zakupka.com/storage/firms/27/10910/10910249/a49dc683a185356.jpg, http://zakupka.com/storage/firms/27/10910/10910249/426671009d1c6ab.jpg, http://zakupka.com/storage/firms/27/10910/10910249/1a9abaff64e5398.jpg", , , , , , , , , , , , , "Материал подошвы", "полиуретан", 1, 0, "Страна", "Украина", 1, 0, "Материал верха", "кожа блеск", 1, 0, "Цвет", "пудра", 1, 0, "Тип подошвы", "каблук", 1, 0, "Каблук", "5 см", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "36 (23,6см )", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли La Rose 2203 37 ( 24;4см ) Пудра блеск", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 1100.00, "Категории > Женщинам > Обувь > Женские туфли", , , "http://zakupka.com/storage/firms/27/10910/10910249/2019277ce822b69.jpg, http://zakupka.com/storage/firms/27/10910/10910249/2565021ea43ec98.jpg, http://zakupka.com/storage/firms/27/10910/10910249/4aaf62293dccfec.jpg, http://zakupka.com/storage/firms/27/10910/10910249/4837e875a65e260.jpg, http://zakupka.com/storage/firms/27/10910/10910249/61ba8dcb95b3b94.jpg", , , , , , , , , , , , , "Материал подошвы", "полиуретан", 1, 0, "Страна", "Украина", 1, 0, "Материал верха", "кожа блеск", 1, 0, "Цвет", "пудра", 1, 0, "Тип подошвы", "каблук", 1, 0, "Каблук", "5 см", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "37 ( 24,4см )", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли La Rose 2203 39(25;5см) Пудра блеск", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 1100.00, "Категории > Женщинам > Обувь > Женские туфли", , , "http://zakupka.com/storage/firms/27/10910/10910249/93183607350adb5.jpg, http://zakupka.com/storage/firms/27/10910/10910249/5d96f2b4d6a8d9f.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b98496dc45cab73.jpg, http://zakupka.com/storage/firms/27/10910/10910249/0c05d8d55ce5cfc.jpg, http://zakupka.com/storage/firms/27/10910/10910249/63cd08ca7ad8630.jpg", , , , , , , , , , , , , "Материал подошвы", "полиуретан", 1, 0, "Страна", "Украина", 1, 0, "Материал верха", "кожа блеск", 1, 0, "Цвет", "пудра", 1, 0, "Тип подошвы", "каблук", 1, 0, "Каблук", "5 см", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "39(25,5см)", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли La Rose 2203 40 (26;3см ) Пудра блеск", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 1100.00, "Категории > Женщинам > Обувь > Женские туфли", , , "http://zakupka.com/storage/firms/27/10910/10910249/b02d2b1da755e03.jpg, http://zakupka.com/storage/firms/27/10910/10910249/977a0918dc2cc4a.jpg, http://zakupka.com/storage/firms/27/10910/10910249/2979cf556b02c85.jpg, http://zakupka.com/storage/firms/27/10910/10910249/350aee0915295d1.jpg, http://zakupka.com/storage/firms/27/10910/10910249/eb569f83d9bec3f.jpg", , , , , , , , , , , , , "Материал подошвы", "полиуретан", 1, 0, "Страна", "Украина", 1, 0, "Материал верха", "кожа блеск", 1, 0, "Цвет", "пудра", 1, 0, "Тип подошвы", "каблук", 1, 0, "Каблук", "5 см", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "40 (26,3см )", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "Туфли La Rose 2291 37(24;6см) Черная замша", 1, 0, "visible", , "Обувь изготовлена из высококачественной натуральной кожи украинского производства. Внутренняя часть обуви, так же изготавливается из натуральной кожи", , , taxable, standard, 1, , , , , , , 1, , , 775.00, "Категории > Женщинам > Обувь > Женские туфли", , , "http://zakupka.com/storage/firms/27/10910/10910249/6628cde27700b44.jpg, http://zakupka.com/storage/firms/27/10910/10910249/bfef8be86bd4ed4.jpg, http://zakupka.com/storage/firms/27/10910/10910249/d95c96639978160.jpg", , , , , , , , , , , , , "Цвет", "черный", 1, 0, "Материал верха", "натуральная замша", 1, 0, "Страна", "Украина", 1, 0, "Тип подошвы", "на низком ходу", 1, 0, "Материал подошвы", "кож. Валон", 1, 0, "Материал подкладки", "Натуральная кожа", 1, 0, "Материал стельки", "Натуральная кожа", 1, 0, "Size (Размер)", "37(24,6см)", 1, 0, "Производитель", "La Rose", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
