ID, Type, ID, Name, Published, "Is featured?", "Visibility in catalog", "Short description", Description, "Date sale price starts", "Date sale price ends", "Tax status", "Tax class", "In stock?", "Backorders allowed?", "Sold individually?", "Weight (kg)", "Length (cm)", "Width (cm)", "Height (cm)", "Allow customer reviews?", "Purchase Note", "Sale price", "Regular price", Categories, Tags, "Shipping class", Images, "Attribute 1 name", "Attribute 1 value(s)", "Attribute 1 visible", "Attribute 1 global", "Attribute 2 name", "Attribute 2 value(s)", "Attribute 2 visible", "Attribute 2 global", "Attribute 3 name", "Attribute 3 value(s)", "Attribute 3 visible", "Attribute 3 global", "Attribute 4 name", "Attribute 4 value(s)", "Attribute 4 visible", "Attribute 4 global", "Attribute 5 name", "Attribute 5 value(s)", "Attribute 5 visible", "Attribute 5 global", "Attribute 6 name", "Attribute 6 value(s)", "Attribute 6 visible", "Attribute 6 global", "Attribute 7 name", "Attribute 7 value(s)", "Attribute 7 visible", "Attribute 7 global", "Attribute 8 name", "Attribute 8 value(s)", "Attribute 8 visible", "Attribute 8 global", "Attribute 9 name", "Attribute 9 value(s)", "Attribute 9 visible", "Attribute 9 global", "Attribute 10 name", "Attribute 10 value(s)", "Attribute 10 visible", "Attribute 10 global", "Attribute 11 name", "Attribute 11 value(s)", "Attribute 11 visible", "Attribute 11 global", "Attribute 12 name", "Attribute 12 value(s)", "Attribute 12 visible", "Attribute 12 global", "Attribute 13 name", "Attribute 13 value(s)", "Attribute 13 visible", "Attribute 13 global", "Attribute 14 name", "Attribute 14 value(s)", "Attribute 14 visible", "Attribute 14 global", "Attribute 15 name", "Attribute 15 value(s)", "Attribute 15 visible", "Attribute 15 global", "Attribute 16 name", "Attribute 16 value(s)", "Attribute 16 visible", "Attribute 16 global", "Attribute 17 name", "Attribute 17 value(s)", "Attribute 17 visible", "Attribute 17 global", "Attribute 18 name", "Attribute 18 value(s)", "Attribute 18 visible", "Attribute 18 global", "Attribute 19 name", "Attribute 19 value(s)", "Attribute 19 visible", "Attribute 19 global", "Attribute 20 name", "Attribute 20 value(s)", "Attribute 20 visible", "Attribute 20 global"
, simple, , "GLEM Джемпер 155", 1, 0, "visible", , "Состав: 50% шерсть, 50% акрил Растяжимость: сильная (100+%) Размерная сетка модели: ONE (Продукция идет в одном универсальном размере 44-50) Параметры: длина изделия: 63 см. Длина рукава: 60 см. Рост модели на фото - 170 см. Замеры изделия (см)  ONE1.Длина рукава602.Длина по середине спинки63 ", , , taxable, standard, 1, , , , , , , 1, , , 470.00, "Категории > Женщинам > Одежда > ВЯЗАНАЯ ОДЕЖДА > Джемперы", , , "http://zakupka.com/storage/firms/27/10910/10910249/05c95aead034161.jpg", производитель, "Glem", 1, 0, "код производителя", "46592", 1, 0, "страна происхождения", Украина, 1, 0, "Размер", "ONE", 1, 0, "Цвет", "фиолет-св.джинс-фиалка", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "GLEM Джемпер 177", 1, 0, "visible", , "Состав: 50% шерсть, 50% акрил Растяжимость: сильная Размерная сетка модели:  ONE (Продукция идет в одном универсальном размере 44-50)  Параметры: длина изделия: 62 см, длина рукава: 62 см. Рост модели на фото - 168 см. Замеры изделия (см)  ONE1.Длина изделия по спинке622.Длина рукава62 ", , , taxable, standard, 1, , , , , , , 1, , , 600.00, "Категории > Женщинам > Одежда > ВЯЗАНАЯ ОДЕЖДА > Джемперы", , , "http://zakupka.com/storage/firms/27/10910/10910249/3c3e648879f4612.jpg", производитель, "Glem", 1, 0, "код производителя", "61770", 1, 0, "страна происхождения", Украина, 1, 0, "Размер", "ONE", 1, 0, "Цвет", "горчица-молоко", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "GLEM Джемпер 177", 1, 0, "visible", , "Состав: 50% шерсть, 50% акрил Растяжимость: сильная Размерная сетка модели:  ONE (Продукция идет в одном универсальном размере 44-50)  Параметры: длина изделия: 62 см, длина рукава: 62 см. Рост модели на фото - 168 см. Замеры изделия (см)  ONE1.Длина изделия по спинке622.Длина рукава62 ", , , taxable, standard, 1, , , , , , , 1, , , 600.00, "Категории > Женщинам > Одежда > ВЯЗАНАЯ ОДЕЖДА > Джемперы", , , "http://zakupka.com/storage/firms/27/10910/10910249/35f0bfa79603029.jpg, http://zakupka.com/storage/firms/27/10910/10910249/3c836eb5c06596f.jpg", производитель, "Glem", 1, 0, "код производителя", "61787", 1, 0, "страна происхождения", Украина, 1, 0, "Размер", "ONE", 1, 0, "Цвет", "т.серый-св.джинс", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "GLEM Джемпер 177", 1, 0, "visible", , "Состав: 50% шерсть, 50% акрил Растяжимость: сильная Размерная сетка модели:  ONE (Продукция идет в одном универсальном размере 44-50)  Параметры: длина изделия: 62 см, длина рукава: 62 см. Рост модели на фото - 168 см. Замеры изделия (см)  ONE1.Длина изделия по спинке622.Длина рукава62 ", , , taxable, standard, 1, , , , , , , 1, , , 600.00, "Категории > Женщинам > Одежда > ВЯЗАНАЯ ОДЕЖДА > Джемперы", , , "http://zakupka.com/storage/firms/27/10910/10910249/0c995be8015e02c.jpg", производитель, "Glem", 1, 0, "код производителя", "61795", 1, 0, "страна происхождения", Украина, 1, 0, "Размер", "ONE", 1, 0, "Цвет", "черный-т.серый", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "GLEM Джемпер 180", 1, 0, "visible", , "Состав: 50% шерсть, 50% акрил Растяжимость: сильная Размерная сетка модели:  ONE (Продукция идет в одном универсальном размере 44-50)  Параметры: длина изделия: 62 см, длина рукава: 55 см. Рост модели на фото - 168 см. Замеры изделия (см)  ONE1.Длина изделия по спинке622.Длина рукава55 ", , , taxable, standard, 1, , , , , , , 1, , , 510.00, "Категории > Женщинам > Одежда > ВЯЗАНАЯ ОДЕЖДА > Джемперы", , , "http://zakupka.com/storage/firms/27/10910/10910249/1fa783117db4158.jpg", производитель, "Glem", 1, 0, "код производителя", "61789", 1, 0, "страна происхождения", Украина, 1, 0, "Размер", "ONE", 1, 0, "Цвет", "темно серый", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "GLEM джемпер Руана д/р", 1, 0, "visible", , "Состав: ангора плотная (40% шерсть, 60% полиэстер)  Растяжимость: сильная Размерная сетка модели: S M L XL Параметры: длина изделия: 54 см. Длина рукава (с плечом): 69 см. Для всх размеров. Рост модели на фото: 175 см. Обхваты: 90-69-94. На модели размер S. Замеры изделия (см)  SMLXL1.ОГ изделия961001041082.ОБ изделия (по нижнему краю)768084883.Длина изделия по спинке545454544.Длина изделия по полочке575757575.Длина рукава (с плечом)696969696.Обхват руки вверху464850527.Обхват руки внизу 16171819 ", , , taxable, standard, 1, , , , , , , 1, , , 630.00, "Категории > Женщинам > Одежда > КОФТЫ", , , "http://zakupka.com/storage/firms/27/10910/10910249/6d71dbaff6e5085.jpg, http://zakupka.com/storage/firms/27/10910/10910249/02f22104deeddbd.jpg, http://zakupka.com/storage/firms/27/10910/10910249/00e364b8297162b.jpg, http://zakupka.com/storage/firms/27/10910/10910249/6a3edabdd37c899.jpg", производитель, "Glem", 1, 0, "код производителя", "64926", 1, 0, "страна происхождения", Украина, 1, 0, "Размер", "S, M, L, XL", 1, 0, "Цвет", "деним", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "GLEM джемпер Руана д/р", 1, 0, "visible", , "Состав: ангора плотная (40% шерсть, 60% полиэстер)  Растяжимость: сильная Размерная сетка модели: S M L XL Параметры: длина изделия: 54 см. Длина рукава (с плечом): 69 см. Для всх размеров. Рост модели на фото: 175 см. Обхваты: 90-69-94. На модели размер S. Замеры изделия (см)  SMLXL1.ОГ изделия961001041082.ОБ изделия (по нижнему краю)768084883.Длина изделия по спинке545454544.Длина изделия по полочке575757575.Длина рукава (с плечом)696969696.Обхват руки вверху464850527.Обхват руки внизу 16171819 ", , , taxable, standard, 1, , , , , , , 1, , , 630.00, "Категории > Женщинам > Одежда > КОФТЫ", , , "http://zakupka.com/storage/firms/27/10910/10910249/807ada587f99f46.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b45f2f1f24b4833.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b55defbef243278.jpg", производитель, "Glem", 1, 0, "код производителя", "64924", 1, 0, "страна происхождения", Украина, 1, 0, "Размер", "S, XL", 1, 0, "Цвет", "лавандовый", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "GLEM джемпер Руана д/р", 1, 0, "visible", , "Состав: ангора плотная (40% шерсть, 60% полиэстер)  Растяжимость: сильная Размерная сетка модели: S M L XL Параметры: длина изделия: 54 см. Длина рукава (с плечом): 69 см. Для всх размеров. Рост модели на фото: 175 см. Обхваты: 90-69-94. На модели размер S. Замеры изделия (см)  SMLXL1.ОГ изделия961001041082.ОБ изделия (по нижнему краю)768084883.Длина изделия по спинке545454544.Длина изделия по полочке575757575.Длина рукава (с плечом)696969696.Обхват руки вверху464850527.Обхват руки внизу 16171819 ", , , taxable, standard, 1, , , , , , , 1, , , 630.00, "Категории > Женщинам > Одежда > КОФТЫ", , , "http://zakupka.com/storage/firms/27/10910/10910249/6c2d0d8a29c0a3a.jpg, http://zakupka.com/storage/firms/27/10910/10910249/6dcf776bfb153b6.jpg, http://zakupka.com/storage/firms/27/10910/10910249/cd544c4b7aadcb1.jpg, http://zakupka.com/storage/firms/27/10910/10910249/37403c914d7145c.jpg", производитель, "Glem", 1, 0, "код производителя", "64925", 1, 0, "страна происхождения", Украина, 1, 0, "Цвет", "розовый", 1, 0, "Размер", "S, M, XL", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "GLEM джемпер Янита д/р", 1, 0, "visible", , "Состав: ангора плотная (40% шерсть, 60% полиэстер)  Растяжимость: сильная Размерная сетка модели: S M L XL Параметры: длина изделия: S-60 см, M-62 см, L-63 см, XL-64 см. Длина рукава: 73 см. Для всх размеров. Рост модели на фото: 176 см. Обхваты: 85-65-89. На модели размер S. Замеры изделия (см)  SMLXL1.ОГ изделия1001041081122.ОБ изделия (по нижнему краю)8892961003.Длина изделия по спинке606263644.Длина изделия по полочке626465665.Длина рукава 737373736.Обхват руки вверху444648507.Обхват руки внизу 17181920 ", , , taxable, standard, 1, , , , , , , 1, , , 630.00, "Категории > Женщинам > Одежда > КОФТЫ", , , "http://zakupka.com/storage/firms/27/10910/10910249/2e778b49a32278c.jpg, http://zakupka.com/storage/firms/27/10910/10910249/ecf706fe7508e2a.jpg, http://zakupka.com/storage/firms/27/10910/10910249/30ed97535e147b8.jpg", производитель, "Glem", 1, 0, "код производителя", "63118", 1, 0, "страна происхождения", Украина, 1, 0, "Цвет", "белый", 1, 0, "Размер", "XL", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
, simple, , "GLEM джемпер Янита д/р", 1, 0, "visible", , "Состав: ангора плотная (40% шерсть, 60% полиэстер)  Растяжимость: сильная Размерная сетка модели: S M L XL Параметры: длина изделия: S-60 см, M-62 см, L-63 см, XL-64 см. Длина рукава: 73 см. Для всх размеров. Рост модели на фото: 176 см. Обхваты: 85-65-89. На модели размер S. Замеры изделия (см)  SMLXL1.ОГ изделия1001041081122.ОБ изделия (по нижнему краю)8892961003.Длина изделия по спинке606263644.Длина изделия по полочке626465665.Длина рукава 737373736.Обхват руки вверху444648507.Обхват руки внизу 17181920 ", , , taxable, standard, 1, , , , , , , 1, , , 630.00, "Категории > Женщинам > Одежда > КОФТЫ", , , "http://zakupka.com/storage/firms/27/10910/10910249/d850249dc0b036f.jpg, http://zakupka.com/storage/firms/27/10910/10910249/b9b3e1c5964d066.jpg, http://zakupka.com/storage/firms/27/10910/10910249/3113b0b9a2c0ba2.jpg", производитель, "Glem", 1, 0, "код производителя", "63120", 1, 0, "страна происхождения", Украина, 1, 0, "Размер", "S, L", 1, 0, "Цвет", "деним", 1, 0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
